Age,Location,Gender,Income
69,Urban,Male,72828
24,Urban,Male,74406
19,Urban,Male,75046
40,Urban,Male,71464
56,Urban,Female,68834
57,Urban,Female,68464
56,Urban,Male,70118
38,Urban,Male,3564037
40,Suburban,Male,92363
46,Urban,Male,752280
31,Rural,Male,65404
43,Urban,Male,66070
68,Urban,Female,100825
22,Urban,Female,75100
48,Urban,Female,5367499
42,Urban,Female,71976
48,Urban,Male,66856
67,Urban,Female,1156598
37,Suburban,Female,50429
61,Urban,Male,68366
34,Urban,Female,1940791
62,Rural,Female,73108
19,Suburban,Female,4625431
42,Urban,Male,380264
30,Urban,Female,75212
56,Urban,Male,69930
45,Urban,Female,65242
59,Urban,Male,1746975
23,Urban,Female,6771412
20,Suburban,Male,71748
52,Urban,Male,72686
35,Urban,Male,940695
28,Urban,Male,590011
37,Urban,Male,1299629
22,Urban,Female,67094
36,Urban,Female,65190
39,Urban,Male,74060
36,Rural,Female,69182
64,Urban,Male,703885
33,Urban,Female,67340
41,Rural,Male,7711419
58,Rural,Female,102199
21,Urban,Female,69226
32,Rural,Male,65576
42,Urban,Male,72500
61,Urban,Female,8924221
52,Urban,Male,70720
31,Urban,Male,128770
66,Urban,Female,67800
36,Urban,Female,305907
55,Suburban,Female,65008
53,Urban,Male,3414850
24,Urban,Male,1270467
47,Urban,Female,72390
36,Rural,Male,75054
66,Suburban,Male,68240
42,Urban,Male,175180
33,Suburban,Male,64928
64,Suburban,Female,71576
57,Rural,Male,68700
68,Urban,Male,1698479
25,Urban,Female,562413
35,Urban,Female,72942
45,Rural,Female,68522
33,Rural,Male,189252
69,Suburban,Male,139820
36,Urban,Female,358440
59,Urban,Male,3651411
34,Urban,Female,74732
62,Urban,Female,68810
30,Urban,Female,68144
24,Urban,Female,70564
44,Rural,Male,231947
27,Urban,Female,91266
51,Rural,Female,75000
53,Suburban,Female,5019420
42,Urban,Female,251169
23,Urban,Male,74770
41,Rural,Male,76040
35,Suburban,Male,49835
40,Urban,Male,375705
23,Urban,Male,1640630
46,Urban,Male,74042
42,Urban,Female,7260346
34,Urban,Male,69484
63,Suburban,Female,70766
41,Urban,Female,72806
28,Urban,Male,97736
43,Rural,Female,70862
68,Urban,Female,3140559
51,Suburban,Male,70786
45,Urban,Male,1701415
20,Urban,Female,544437
28,Urban,Male,4030049
55,Urban,Female,73150
31,Rural,Male,69946
68,Rural,Female,69180
43,Suburban,Female,70102
65,Urban,Female,66896
38,Suburban,Female,68240
56,Urban,Female,68316
47,Urban,Male,45256
25,Urban,Male,72644
68,Urban,Male,206352
37,Urban,Male,70964
65,Urban,Male,65448
49,Urban,Male,605333
39,Urban,Female,67064
24,Urban,Male,65270
26,Suburban,Female,5886328
62,Urban,Male,54206
18,Urban,Female,59136
46,Suburban,Male,503864
25,Urban,Female,68826
21,Urban,Male,47788
52,Suburban,Male,72570
20,Urban,Male,75332
62,Suburban,Male,74466
57,Urban,Female,67518
24,Urban,Male,67976
44,Urban,Male,234516
18,Urban,Male,74352
44,Urban,Male,70828
33,Urban,Female,70332
55,Urban,Male,71972
24,Suburban,Male,1115710
61,Suburban,Female,73624
40,Suburban,Male,395367
58,Urban,Female,3943027
28,Urban,Female,811885
59,Urban,Male,67898
70,Urban,Male,66512
50,Suburban,Female,9603425
67,Urban,Male,563449
53,Rural,Male,5564552
54,Suburban,Female,67922
58,Suburban,Female,66994
34,Urban,Female,69040
52,Suburban,Male,65464
65,Rural,Male,72390
22,Suburban,Female,68386
65,Urban,Male,184302
49,Urban,Female,72346
20,Urban,Male,59250
69,Rural,Male,74378
64,Rural,Female,73264
52,Urban,Male,47314
69,Suburban,Male,445146
31,Rural,Female,2712402
65,Urban,Female,71150
48,Urban,Male,69548
48,Urban,Female,65170
34,Suburban,Male,68572
41,Urban,Male,67062
69,Suburban,Female,72020
40,Urban,Female,73514
35,Urban,Male,69414
67,Urban,Female,51020
31,Urban,Female,68944
67,Urban,Female,74654
32,Urban,Male,67898
32,Urban,Male,65050
23,Urban,Female,70776
44,Urban,Male,69992
32,Urban,Female,347398
67,Urban,Female,71058
53,Urban,Female,37497
25,Suburban,Female,74104
32,Urban,Female,1350326
20,Urban,Female,67310
64,Rural,Female,52744
30,Suburban,Male,71028
58,Urban,Male,65660
51,Urban,Male,65724
41,Suburban,Female,3344838
57,Suburban,Male,66618
49,Urban,Male,97570
49,Urban,Male,71478
47,Urban,Female,1013122
69,Urban,Female,136524
66,Rural,Female,70368
30,Urban,Female,74610
18,Urban,Male,205486
51,Rural,Female,143978
32,Urban,Male,69302
61,Urban,Female,69684
31,Urban,Male,72310
46,Urban,Female,71830
51,Suburban,Male,107148
35,Urban,Female,65358
24,Urban,Male,713811
46,Urban,Male,66796
48,Suburban,Male,66342
42,Urban,Male,66016
55,Urban,Male,1256492
31,Suburban,Male,231465
25,Rural,Female,985324
44,Suburban,Male,70906
19,Urban,Female,319159
34,Urban,Female,2879960
54,Urban,Male,73646
31,Suburban,Female,59294
42,Suburban,Female,44707
47,Rural,Male,73498
46,Suburban,Male,67232
37,Urban,Female,73842
38,Suburban,Female,3628524
70,Suburban,Female,193609
39,Suburban,Male,61075
52,Rural,Male,67028
54,Urban,Male,69912
33,Urban,Male,66718
67,Urban,Male,70250
66,Urban,Female,323040
60,Urban,Male,1191341
34,Rural,Male,85690
33,Rural,Female,69200
19,Suburban,Female,2074060
21,Urban,Male,282633
38,Urban,Female,73332
56,Urban,Male,73052
51,Urban,Male,1804765
47,Urban,Male,5177851
23,Suburban,Male,2320130
34,Urban,Male,4872748
56,Urban,Female,66624
42,Urban,Male,69530
22,Rural,Female,65702
22,Suburban,Male,1298914
37,Rural,Female,73216
33,Suburban,Male,73766
68,Urban,Female,73714
58,Rural,Female,69954
54,Urban,Male,72168
57,Urban,Male,74812
26,Urban,Female,652099
22,Suburban,Male,1883778
59,Rural,Male,66324
19,Urban,Female,72198
26,Urban,Female,143006
60,Suburban,Female,73802
53,Urban,Female,74290
39,Suburban,Male,68088
39,Urban,Male,73438
39,Urban,Female,68824
51,Urban,Female,69836
46,Urban,Male,70996
55,Suburban,Female,653868
63,Rural,Female,256223
50,Urban,Male,69912
35,Suburban,Female,74716
24,Suburban,Male,197903
18,Urban,Female,74206
50,Urban,Female,71564
18,Urban,Female,73556
41,Urban,Female,41111
21,Urban,Male,64954
21,Rural,Male,6951720
35,Urban,Male,206465
44,Urban,Female,74598
60,Urban,Female,72114
49,Urban,Female,315114
50,Urban,Female,301868
45,Urban,Female,65224
59,Urban,Female,982200
58,Urban,Female,69678
53,Urban,Male,67730
23,Urban,Female,69170
33,Urban,Male,74306
51,Urban,Male,68718
40,Urban,Male,324050
67,Urban,Male,197836
59,Urban,Female,71560
41,Urban,Female,443878
66,Urban,Female,191350
30,Suburban,Female,8795907
35,Urban,Female,69506
30,Urban,Female,68456
66,Urban,Female,65060
54,Rural,Female,5203657
60,Rural,Male,150119
56,Urban,Female,328368
59,Urban,Female,71762
34,Urban,Female,75442
32,Urban,Male,66722
35,Urban,Male,65242
40,Urban,Male,251810
68,Urban,Female,728337
47,Urban,Female,65148
51,Urban,Female,60219
21,Rural,Male,8836793
20,Urban,Male,72074
24,Suburban,Female,351967
35,Urban,Female,359630
59,Urban,Female,5368369
24,Suburban,Male,75006
57,Urban,Female,74546
23,Urban,Male,74634
39,Urban,Female,71844
18,Urban,Female,67572
21,Urban,Female,68760
63,Urban,Male,65326
66,Urban,Female,68082
69,Urban,Female,67668
67,Urban,Male,73890
60,Urban,Female,68690
46,Suburban,Male,74312
38,Urban,Female,64404
43,Urban,Female,2332922
31,Rural,Male,77025
26,Urban,Female,71474
64,Urban,Male,66556
29,Urban,Male,66762
59,Urban,Male,65676
68,Urban,Female,71238
68,Urban,Female,1108707
23,Urban,Female,66774
37,Urban,Female,115602
41,Suburban,Female,71166
44,Urban,Female,65566
55,Suburban,Male,70436
25,Suburban,Female,45862
18,Urban,Male,64982
66,Urban,Male,702887
66,Urban,Female,58954
41,Urban,Female,74826
64,Suburban,Male,75122
24,Urban,Male,65648
36,Urban,Male,68796
39,Urban,Female,8218206
52,Urban,Female,7790028
47,Urban,Female,73756
46,Urban,Male,65136
39,Urban,Male,70028
28,Urban,Female,75208
37,Urban,Female,65526
46,Urban,Male,73892
68,Urban,Male,816152
58,Urban,Female,7741514
59,Urban,Female,71430
51,Urban,Female,66788
18,Urban,Female,73164
48,Urban,Male,1722361
47,Urban,Female,216662
65,Urban,Female,846524
35,Urban,Male,37005
34,Urban,Female,147809
55,Urban,Female,68010
31,Urban,Female,340811
40,Suburban,Male,555758
42,Urban,Male,69708
32,Urban,Male,62373
63,Urban,Male,70994
39,Urban,Male,66248
20,Urban,Male,65908
36,Urban,Male,70418
61,Urban,Female,2496495
51,Suburban,Male,9212955
52,Urban,Male,73552
67,Rural,Female,43561
18,Suburban,Male,84138
69,Suburban,Female,65626
38,Suburban,Male,71140
46,Urban,Female,75100
23,Urban,Male,1256418
54,Urban,Male,69104
18,Urban,Female,1400742
68,Urban,Female,188350
18,Suburban,Female,512866
44,Urban,Female,69014
38,Urban,Male,805774
70,Urban,Male,39137
33,Urban,Female,73600
61,Urban,Female,65538
57,Urban,Female,269764
43,Suburban,Female,67918
33,Urban,Male,73706
45,Urban,Male,74512
18,Urban,Male,155464
53,Rural,Female,35595
27,Urban,Male,270773
60,Suburban,Female,5162934
34,Rural,Female,7716188
40,Urban,Male,69244
24,Urban,Male,228057
61,Urban,Female,66058
70,Urban,Female,71692
24,Suburban,Male,874832
61,Urban,Female,74034
32,Rural,Male,181232
51,Urban,Male,74856
63,Urban,Male,70980
62,Urban,Female,534159
21,Urban,Female,69504
31,Urban,Male,2386406
31,Urban,Male,372322
33,Urban,Male,69508
24,Rural,Male,602241
49,Urban,Male,1319665
36,Urban,Male,72028
19,Urban,Female,31623
27,Suburban,Male,74472
67,Urban,Male,69554
34,Urban,Male,71650
54,Rural,Male,54754
29,Suburban,Male,72530
23,Urban,Female,73666
39,Rural,Male,179894
49,Urban,Female,3157913
58,Suburban,Male,71482
37,Urban,Female,66886
18,Urban,Male,75418
64,Rural,Male,65968
70,Urban,Female,3396491
23,Urban,Female,3387252
36,Urban,Male,69830
35,Urban,Female,39552
23,Urban,Male,68286
62,Urban,Female,71078
50,Rural,Female,417546
40,Urban,Male,70166
40,Suburban,Male,66122
43,Urban,Female,75416
30,Urban,Male,69146
24,Urban,Female,70160
32,Suburban,Female,67420
61,Urban,Male,73226
44,Urban,Male,9194486
43,Urban,Female,217625
50,Rural,Male,65350
32,Urban,Female,68664
53,Urban,Female,66138
62,Suburban,Male,68136
44,Urban,Female,55470
22,Rural,Male,69456
19,Rural,Male,68852
50,Urban,Male,70240
33,Urban,Female,71972
40,Urban,Male,66420
55,Rural,Female,4126891
33,Urban,Female,75070
31,Suburban,Female,6600545
46,Urban,Male,122173
43,Urban,Male,69842
52,Urban,Female,182886
32,Urban,Female,71434
20,Urban,Female,65268
40,Urban,Male,71342
46,Urban,Female,73836
51,Urban,Male,64956
50,Urban,Male,68774
58,Urban,Male,3781393
58,Urban,Male,63556
40,Urban,Female,66160
24,Suburban,Male,136264
20,Urban,Female,68828
49,Rural,Male,371132
48,Urban,Female,73096
35,Suburban,Female,68348
60,Urban,Male,71778
24,Urban,Male,67826
58,Urban,Male,73072
18,Urban,Male,66800
31,Urban,Female,68596
69,Urban,Male,1190119
49,Urban,Male,70562
23,Urban,Male,65090
56,Suburban,Female,65630
27,Urban,Female,74540
24,Urban,Male,5138152
43,Urban,Female,67604
51,Urban,Male,71518
47,Urban,Male,66598
53,Urban,Female,66818
38,Urban,Male,69544
34,Urban,Female,71366
50,Urban,Male,68858
27,Rural,Male,70724
68,Rural,Female,67892
64,Urban,Male,65136
59,Urban,Male,74046
68,Urban,Male,1858061
29,Urban,Male,72274
33,Urban,Female,64978
58,Urban,Male,65431
49,Urban,Female,66712
32,Suburban,Male,3761547
44,Suburban,Male,72508
45,Rural,Male,5393922
34,Urban,Male,200517
63,Suburban,Female,6081144
67,Urban,Female,72376
19,Urban,Male,71950
53,Suburban,Female,8914304
67,Rural,Male,76459
24,Suburban,Female,418745
30,Urban,Male,73916
32,Urban,Female,1033625
42,Urban,Male,66242
40,Suburban,Female,65836
39,Urban,Female,66958
43,Urban,Female,2650535
50,Urban,Male,69100
28,Urban,Female,850397
27,Rural,Male,430045
42,Urban,Male,5703590
54,Urban,Male,155884
65,Suburban,Female,65322
60,Urban,Female,57194
70,Suburban,Female,73190
55,Suburban,Female,5806293
58,Urban,Male,71332
62,Urban,Male,68774
41,Urban,Female,69600
57,Urban,Female,66750
63,Urban,Female,74530
50,Urban,Female,3031944
34,Urban,Female,93296
41,Urban,Female,314098
54,Urban,Female,271043
19,Urban,Male,67738
49,Urban,Female,2725807
41,Urban,Male,67354
26,Urban,Female,73624
21,Suburban,Male,111739
34,Urban,Male,43178
34,Rural,Female,98823
70,Urban,Male,68930
67,Urban,Male,392618
65,Suburban,Female,73580
47,Urban,Male,9007895
57,Urban,Male,70866
28,Urban,Male,102790
38,Urban,Female,231310
38,Urban,Male,74228
35,Urban,Female,66952
46,Urban,Female,301828
41,Suburban,Female,1144219
27,Suburban,Female,72062
62,Urban,Male,64940
34,Suburban,Female,5113948
35,Urban,Male,67258
59,Urban,Male,93415
65,Suburban,Female,1907883
37,Urban,Female,67992
54,Urban,Female,39500
62,Urban,Male,69430
35,Urban,Female,68738
34,Urban,Female,75174
26,Suburban,Male,39833
31,Urban,Male,47106
66,Urban,Female,5100867
46,Urban,Male,72064
48,Suburban,Female,839010
21,Urban,Female,75948
35,Urban,Male,68542
37,Suburban,Male,70966
64,Urban,Male,70642
60,Urban,Female,71486
61,Urban,Male,69608
26,Urban,Male,543261
30,Urban,Male,88789
32,Urban,Male,590115
44,Urban,Male,66450
32,Rural,Male,68610
45,Urban,Female,2714554
54,Urban,Male,74038
36,Suburban,Female,70494
43,Urban,Male,75128
69,Urban,Female,508274
43,Urban,Female,71972
42,Urban,Female,65136
43,Urban,Male,130354
43,Urban,Female,65404
63,Suburban,Male,66504
45,Urban,Female,683191
66,Urban,Male,68742
35,Urban,Male,113085
49,Suburban,Female,399927
70,Urban,Male,64974
20,Suburban,Female,70392
19,Urban,Male,73732
50,Urban,Female,525029
59,Urban,Female,66802
36,Urban,Male,71588
34,Urban,Female,75436
61,Urban,Female,74644
50,Suburban,Female,75338
29,Suburban,Female,69582
66,Urban,Male,74000
20,Suburban,Female,74996
60,Urban,Female,63797
66,Urban,Female,72968
43,Urban,Female,65222
52,Urban,Male,419841
25,Urban,Female,126508
69,Urban,Female,2969186
53,Rural,Male,82599
70,Urban,Female,1222512
24,Suburban,Male,39605
63,Urban,Female,75450
63,Urban,Male,70328
53,Suburban,Female,74046
33,Urban,Male,73370
41,Suburban,Male,257175
18,Urban,Male,264728
66,Rural,Female,2204604
42,Urban,Female,64974
27,Urban,Female,4184654
33,Urban,Female,66628
33,Suburban,Female,73314
25,Urban,Male,75340
46,Rural,Male,2238203
56,Urban,Male,74298
45,Urban,Female,69320
23,Urban,Male,1943637
33,Urban,Male,70958
37,Urban,Male,65682
33,Urban,Male,8417539
24,Suburban,Female,77219
58,Urban,Female,71886
31,Urban,Female,71308
60,Urban,Male,71556
43,Rural,Female,51156
43,Urban,Female,68134
31,Urban,Female,67436
24,Urban,Female,69262
50,Suburban,Female,62050
43,Rural,Male,73874
62,Rural,Male,67636
37,Rural,Male,1667638
20,Urban,Male,68792
69,Urban,Male,69940
21,Urban,Male,74142
43,Urban,Male,69438
28,Urban,Male,73188
19,Urban,Male,72918
31,Urban,Male,326127
61,Urban,Female,65558
47,Urban,Male,73564
66,Urban,Female,74526
29,Suburban,Female,71162
43,Urban,Female,292111
61,Rural,Female,2218198
50,Urban,Male,66250
30,Urban,Female,67896
31,Urban,Female,73578
41,Urban,Male,3964687
51,Suburban,Male,8631170
61,Urban,Male,69200
43,Suburban,Female,74492
38,Urban,Male,71070
45,Urban,Female,68802
65,Urban,Male,71054
53,Urban,Male,71214
57,Urban,Male,65964
19,Urban,Female,70362
59,Suburban,Female,64030
26,Urban,Female,4269646
40,Urban,Female,5219916
32,Rural,Male,71510
30,Urban,Male,65626
40,Urban,Male,4250946
34,Urban,Female,73932
65,Suburban,Male,2890384
19,Urban,Female,66570
37,Urban,Male,64940
37,Rural,Female,72296
63,Suburban,Male,73500
20,Urban,Male,65176
29,Suburban,Female,74870
57,Suburban,Male,8259996
19,Urban,Male,72998
53,Urban,Male,73950
31,Suburban,Male,73104
33,Urban,Male,65958
36,Urban,Female,70330
51,Suburban,Male,72810
61,Suburban,Male,69566
63,Urban,Female,5734817
23,Urban,Female,34416
30,Urban,Male,66852
53,Urban,Male,65718
39,Rural,Female,1722392
35,Urban,Male,5014021
29,Urban,Male,68764
69,Rural,Male,66630
47,Urban,Male,70282
70,Urban,Male,75266
68,Urban,Female,67584
57,Urban,Male,70768
24,Urban,Female,1301384
49,Urban,Female,66862
65,Urban,Male,287911
36,Suburban,Male,68648
23,Urban,Female,67058
37,Urban,Male,68522
44,Urban,Female,65896
70,Urban,Female,93932
60,Urban,Female,4437923
54,Rural,Male,350529
65,Urban,Female,945807
24,Urban,Male,69744
22,Urban,Male,71876
28,Urban,Female,69326
32,Suburban,Female,73010
20,Rural,Male,71718
22,Urban,Female,3761337
40,Suburban,Male,7424567
70,Urban,Male,387156
54,Urban,Female,77555
26,Suburban,Female,369557
32,Urban,Female,150067
20,Urban,Female,69518
46,Urban,Male,70326
23,Urban,Female,66142
34,Urban,Female,67094
43,Suburban,Male,3039874
38,Urban,Female,73802
25,Urban,Female,46189
38,Urban,Male,90207
28,Urban,Male,4858345
55,Suburban,Male,66118
25,Rural,Male,70120
59,Rural,Male,258996
41,Urban,Female,69876
52,Rural,Male,70874
31,Urban,Female,37450
31,Urban,Female,70490
27,Suburban,Female,74014
29,Urban,Female,69526
55,Urban,Male,65372
61,Rural,Female,345841
63,Suburban,Female,7097719
51,Urban,Male,474781
58,Suburban,Female,5983575
27,Suburban,Male,556276
34,Rural,Male,2051871
34,Urban,Female,71492
20,Suburban,Male,71230
48,Suburban,Male,330309
68,Urban,Male,73702
18,Urban,Female,74840
29,Urban,Male,66052
56,Urban,Female,176637
21,Rural,Female,68408
59,Urban,Female,72850
30,Urban,Male,433770
51,Suburban,Male,71004
59,Urban,Male,64419
38,Urban,Male,74352
39,Urban,Female,70228
21,Urban,Female,67080
35,Rural,Female,67362
22,Suburban,Male,3251441
36,Urban,Female,682902
19,Rural,Male,994853
29,Urban,Female,64884
34,Urban,Male,193147
27,Urban,Female,404359
51,Rural,Male,65114
23,Urban,Male,4644141
25,Urban,Male,74192
68,Urban,Female,66342
28,Urban,Female,225064
29,Rural,Male,65798
26,Urban,Male,60046
19,Suburban,Male,67520
25,Urban,Male,149872
28,Suburban,Male,1111378
70,Suburban,Male,70648
53,Urban,Male,68642
27,Urban,Female,36414
38,Rural,Female,60314
37,Suburban,Female,1520874
65,Urban,Male,67364
25,Urban,Male,582903
53,Suburban,Male,73210
46,Urban,Male,64916
59,Urban,Male,66358
29,Rural,Female,65968
31,Rural,Male,6911718
65,Suburban,Female,71358
67,Urban,Male,121596
38,Rural,Female,67410
39,Urban,Male,66766
38,Urban,Male,1660360
61,Urban,Male,68354
67,Suburban,Male,70870
47,Urban,Male,69266
56,Rural,Male,67512
37,Rural,Male,67270
41,Urban,Male,391302
40,Rural,Male,517880
24,Rural,Female,872400
26,Urban,Male,68496
18,Urban,Female,73476
43,Urban,Male,74608
55,Urban,Male,67530
55,Suburban,Female,69422
61,Urban,Male,69408
39,Rural,Female,144264
61,Rural,Male,66830
27,Urban,Female,385342
23,Urban,Male,1180202
34,Urban,Male,112858
68,Urban,Male,66484
67,Urban,Female,69872
55,Urban,Female,1415941
41,Urban,Female,41051
68,Urban,Female,54266
27,Rural,Male,1128761
25,Urban,Male,66486
38,Urban,Female,74290
23,Urban,Female,69004
38,Urban,Male,2047764
56,Urban,Male,67870
41,Urban,Male,71752
50,Urban,Female,3221282
35,Urban,Male,5448239
45,Urban,Male,112453
69,Urban,Male,72420
49,Urban,Male,72724
29,Suburban,Female,70556
65,Urban,Male,65964
59,Urban,Female,71336
44,Suburban,Male,74618
27,Rural,Female,244145
63,Suburban,Female,57083
69,Urban,Female,66862
59,Urban,Male,68672
49,Urban,Male,34972
59,Suburban,Female,5152936
43,Suburban,Female,72906
42,Urban,Male,433989
28,Urban,Female,979144
40,Urban,Female,371505
51,Urban,Female,74086
69,Rural,Male,695262
57,Urban,Male,74642
40,Urban,Male,50568
46,Suburban,Male,73012
48,Urban,Female,1290515
24,Urban,Female,2446002
57,Urban,Male,97218
50,Urban,Female,73922
38,Urban,Male,67776
19,Urban,Female,74314
35,Urban,Female,9795312
64,Urban,Male,505274
50,Urban,Male,69660
54,Suburban,Female,1468838
51,Urban,Male,65444
37,Urban,Female,3519677
52,Urban,Female,72858
68,Urban,Male,66252
67,Urban,Female,2169711
35,Suburban,Male,69018
63,Urban,Female,68174
41,Urban,Male,71384
25,Urban,Male,65080
47,Suburban,Male,68222
61,Rural,Female,69702
70,Urban,Female,68862
27,Urban,Female,6288104
40,Urban,Female,67828
69,Suburban,Male,68304
66,Urban,Female,65094
28,Urban,Female,74780
19,Urban,Male,991446
43,Urban,Female,4271221
53,Urban,Male,68224
50,Urban,Male,66604
64,Suburban,Male,74574
30,Urban,Male,72120
57,Urban,Male,73276
42,Urban,Male,72930
21,Urban,Male,1003193
59,Urban,Female,73544
36,Suburban,Male,73018
35,Urban,Female,68930
54,Suburban,Female,46971
47,Urban,Male,72876
36,Urban,Male,57682
40,Urban,Male,2853693
33,Rural,Female,469979
18,Urban,Male,67082
29,Urban,Male,66514
41,Urban,Female,66950
51,Urban,Male,74632
70,Urban,Female,74972
25,Urban,Male,65984
35,Suburban,Female,67122
65,Urban,Female,70752
22,Urban,Female,74026
43,Rural,Female,1477721
47,Urban,Female,66743
30,Urban,Male,2364266
36,Suburban,Female,205362
46,Urban,Female,4562747
20,Urban,Male,65174
43,Urban,Female,73562
57,Urban,Male,836820
29,Urban,Male,65916
19,Urban,Male,480196
28,Urban,Male,73538
61,Urban,Male,75170
45,Rural,Male,659475
35,Urban,Female,2771347
30,Suburban,Male,39512
54,Urban,Male,75200
39,Urban,Male,833045
29,Urban,Male,67430
19,Urban,Female,65892
54,Urban,Male,65216
24,Suburban,Female,73120
43,Urban,Female,65092
43,Urban,Male,118606
41,Urban,Male,71380
29,Urban,Male,53281
33,Urban,Male,7174147
40,Suburban,Male,9431162
57,Urban,Female,66188
26,Urban,Female,66032
49,Urban,Female,68874
32,Rural,Female,64994
54,Urban,Female,3054280
30,Urban,Male,248416
22,Urban,Male,67086
28,Urban,Female,71182
27,Suburban,Female,74826
69,Urban,Male,67836
30,Suburban,Male,180083
58,Urban,Female,68904
70,Urban,Female,68640
63,Urban,Female,32192
67,Suburban,Female,67330
32,Urban,Female,45652
59,Urban,Female,74662
24,Suburban,Male,74922
57,Urban,Female,184279
45,Urban,Male,66094
49,Rural,Male,67202
52,Urban,Male,138156
32,Rural,Female,49297
65,Urban,Male,71084
53,Urban,Female,33696
38,Urban,Male,69614
23,Urban,Male,70734
18,Urban,Male,6568469
21,Urban,Male,66516
28,Rural,Male,409241
61,Suburban,Male,70774
43,Urban,Male,1078818
54,Urban,Male,73916
40,Urban,Female,161969
46,Urban,Female,72234
38,Suburban,Male,2772391
65,Urban,Female,68270
62,Urban,Female,4098854
62,Urban,Male,72862
66,Urban,Male,72582
44,Urban,Female,73096
56,Urban,Female,69216
57,Urban,Male,74206
30,Urban,Male,68412
40,Urban,Male,66192
33,Suburban,Female,71568
47,Urban,Female,72056
21,Urban,Male,3172180
57,Urban,Male,72796
33,Urban,Female,71812
48,Suburban,Male,110029
70,Suburban,Female,201688
59,Rural,Male,37890
42,Rural,Female,69890
61,Suburban,Female,71166
29,Urban,Female,74060
43,Urban,Male,65032
54,Urban,Male,65720
65,Rural,Male,74004
50,Urban,Male,72964
45,Urban,Male,1825792
26,Rural,Female,90193
29,Urban,Male,72422
22,Urban,Male,855645
69,Suburban,Female,376159
45,Suburban,Male,73301
52,Suburban,Male,67288
22,Suburban,Female,5060504
51,Urban,Male,66350
63,Urban,Male,74222
51,Urban,Male,70374
30,Suburban,Female,73120
56,Urban,Female,67570
59,Urban,Female,66208
62,Urban,Male,70136
65,Urban,Female,64972
31,Urban,Male,94418
28,Suburban,Female,57231
59,Urban,Female,65516
55,Urban,Male,70876
21,Urban,Male,71274
70,Urban,Female,68866
50,Urban,Female,67522
24,Urban,Male,71040
58,Rural,Male,70902
25,Suburban,Male,74392
54,Suburban,Female,832287
68,Urban,Male,3594371
27,Suburban,Male,74970
60,Suburban,Male,4671851
32,Rural,Male,2401904
55,Urban,Male,243122
32,Urban,Male,74944
22,Urban,Male,2141921
46,Rural,Female,8529924
36,Urban,Male,141678
68,Urban,Female,74726
27,Urban,Male,72370
29,Suburban,Female,346426
21,Rural,Female,1087297
48,Suburban,Male,73030
35,Suburban,Female,67150
33,Urban,Female,8453381
57,Urban,Male,68352
53,Suburban,Female,484044
42,Suburban,Female,93280
40,Urban,Female,5983316
29,Urban,Male,71116
51,Urban,Female,70850
53,Urban,Female,2688884
54,Urban,Female,33074
20,Urban,Male,154319
26,Rural,Female,8998664
70,Urban,Female,70984
35,Urban,Male,1077882
60,Urban,Male,66668
52,Suburban,Female,85855
51,Urban,Female,518470
58,Urban,Male,66514
31,Urban,Female,73366
21,Urban,Female,65064
46,Urban,Male,1672481
58,Urban,Male,32985
62,Urban,Female,69316
67,Urban,Male,171819
32,Urban,Male,70232
45,Rural,Female,343764
59,Suburban,Male,67890
33,Urban,Male,251315
29,Urban,Male,70480
69,Urban,Female,66732
22,Urban,Female,66908
51,Rural,Male,72892
59,Urban,Male,66798
18,Rural,Male,1184398
56,Rural,Female,71048
49,Urban,Male,7552719
43,Urban,Female,67586
34,Urban,Female,70010
65,Urban,Female,1793003
44,Suburban,Female,38535
41,Urban,Male,377164
52,Urban,Male,2533056
63,Rural,Female,72866
59,Rural,Female,2306393
56,Urban,Male,65136
43,Suburban,Female,75458
66,Urban,Male,66598
55,Suburban,Female,68404
40,Urban,Male,1325791
39,Rural,Female,72072
21,Urban,Male,5730227
66,Urban,Female,105919
26,Urban,Female,2828663
21,Urban,Male,70354
24,Urban,Female,73828
40,Suburban,Female,67894
19,Suburban,Female,71246
66,Suburban,Male,68864
41,Suburban,Male,75384
57,Rural,Female,70156
48,Suburban,Male,67324
64,Urban,Female,3016605
48,Suburban,Male,5835586
64,Urban,Male,948769
57,Rural,Female,2194157
65,Urban,Male,65592
68,Urban,Female,4000924
60,Urban,Male,67494
51,Urban,Male,74926
41,Urban,Male,69062
66,Rural,Female,1869240
43,Urban,Female,4210235
33,Urban,Female,68168
64,Urban,Male,2750008
30,Urban,Male,70514
32,Urban,Female,71262
44,Urban,Male,3951778
21,Urban,Female,69823
33,Urban,Female,68122
47,Urban,Male,1127754
61,Suburban,Female,411813
47,Urban,Male,67236
53,Urban,Male,71876
20,Urban,Male,1781661
39,Urban,Male,32381
66,Urban,Female,72672
39,Urban,Male,570921
67,Rural,Female,538153
67,Urban,Male,121305
66,Urban,Female,69304
29,Urban,Male,66188
38,Urban,Female,65464
21,Urban,Male,69588
48,Urban,Male,71934
61,Rural,Male,73806
48,Urban,Female,69278
40,Urban,Female,934501
70,Suburban,Male,47148
37,Urban,Female,71346
32,Urban,Female,2260197
40,Urban,Male,218535
45,Urban,Male,72578
33,Suburban,Male,68258
54,Urban,Male,250871
38,Urban,Female,72030
32,Suburban,Male,74864
34,Urban,Female,65694
67,Urban,Male,66720
54,Urban,Female,838705
30,Suburban,Female,88269
