"Age","Location","Gender","Income","Income_Category","EuclideanCluster","ManhattanCluster","CosineCluster"
32,"Urban","Female",71434,"$50,000 to $74,999",3,2,2
20,"Urban","Female",65268,"$50,000 to $74,999",3,2,2
40,"Urban","Male",71342,"$50,000 to $74,999",1,1,4
46,"Urban","Female",73836,"$50,000 to $74,999",3,2,1
51,"Urban","Male",64956,"$50,000 to $74,999",1,1,3
50,"Urban","Male",68774,"$50,000 to $74,999",1,1,1
58,"Urban","Male",63556,"$50,000 to $74,999",1,1,3
40,"Urban","Female",66160,"$50,000 to $74,999",3,2,2
20,"Urban","Female",68828,"$50,000 to $74,999",3,2,2
48,"Urban","Female",73096,"$50,000 to $74,999",2,2,1
35,"Suburban","Female",68348,"$50,000 to $74,999",3,4,2
60,"Urban","Male",71778,"$50,000 to $74,999",1,1,1
24,"Urban","Male",67826,"$50,000 to $74,999",3,1,4
58,"Urban","Male",73072,"$50,000 to $74,999",1,1,1
18,"Urban","Male",66800,"$50,000 to $74,999",3,1,4
31,"Urban","Female",68596,"$50,000 to $74,999",3,2,2
49,"Urban","Male",70562,"$50,000 to $74,999",1,1,1
23,"Urban","Male",65090,"$50,000 to $74,999",3,1,4
56,"Suburban","Female",65630,"$50,000 to $74,999",2,4,3
27,"Urban","Female",74540,"$50,000 to $74,999",3,2,2
43,"Urban","Female",67604,"$50,000 to $74,999",3,2,2
51,"Urban","Male",71518,"$50,000 to $74,999",1,1,1
47,"Urban","Male",66598,"$50,000 to $74,999",1,1,4
53,"Urban","Female",66818,"$50,000 to $74,999",2,2,1
38,"Urban","Male",69544,"$50,000 to $74,999",3,1,4
34,"Urban","Female",71366,"$50,000 to $74,999",3,2,2
50,"Urban","Male",68858,"$50,000 to $74,999",1,1,1
27,"Rural","Male",70724,"$50,000 to $74,999",3,3,2
68,"Rural","Female",67892,"$50,000 to $74,999",1,3,3
64,"Urban","Male",65136,"$50,000 to $74,999",1,1,3
59,"Urban","Male",74046,"$50,000 to $74,999",1,1,1
29,"Urban","Male",72274,"$50,000 to $74,999",3,1,4
33,"Urban","Female",64978,"$50,000 to $74,999",3,2,2
58,"Urban","Male",65431,"$50,000 to $74,999",1,1,3
49,"Urban","Female",66712,"$50,000 to $74,999",3,2,1
44,"Suburban","Male",72508,"$50,000 to $74,999",3,4,1
67,"Urban","Female",72376,"$50,000 to $74,999",2,2,1
19,"Urban","Male",71950,"$50,000 to $74,999",3,1,4
30,"Urban","Male",73916,"$50,000 to $74,999",3,1,4
42,"Urban","Male",66242,"$50,000 to $74,999",3,1,4
40,"Suburban","Female",65836,"$50,000 to $74,999",3,4,2
39,"Urban","Female",66958,"$50,000 to $74,999",3,2,2
50,"Urban","Male",69100,"$50,000 to $74,999",1,1,1
65,"Suburban","Female",65322,"$50,000 to $74,999",2,4,3
60,"Urban","Female",57194,"$50,000 to $74,999",4,2,3
70,"Suburban","Female",73190,"$50,000 to $74,999",2,4,1
58,"Urban","Male",71332,"$50,000 to $74,999",1,1,1
62,"Urban","Male",68774,"$50,000 to $74,999",1,1,1
41,"Urban","Female",69600,"$50,000 to $74,999",3,2,2
57,"Urban","Female",66750,"$50,000 to $74,999",2,2,1
63,"Urban","Female",74530,"$50,000 to $74,999",2,2,1
19,"Urban","Male",67738,"$50,000 to $74,999",3,1,4
41,"Urban","Male",67354,"$50,000 to $74,999",3,1,4
26,"Urban","Female",73624,"$50,000 to $74,999",3,2,2
70,"Urban","Male",68930,"$50,000 to $74,999",1,1,1
65,"Suburban","Female",73580,"$50,000 to $74,999",2,4,1
57,"Urban","Male",70866,"$50,000 to $74,999",1,1,1
38,"Urban","Male",74228,"$50,000 to $74,999",3,1,4
35,"Urban","Female",66952,"$50,000 to $74,999",3,2,2
27,"Suburban","Female",72062,"$50,000 to $74,999",3,4,2
62,"Urban","Male",64940,"$50,000 to $74,999",1,1,3
35,"Urban","Male",67258,"$50,000 to $74,999",3,1,4
37,"Urban","Female",67992,"$50,000 to $74,999",3,2,2
62,"Urban","Male",69430,"$50,000 to $74,999",1,1,1
35,"Urban","Female",68738,"$50,000 to $74,999",3,2,2
46,"Urban","Male",72064,"$50,000 to $74,999",1,1,4
35,"Urban","Male",68542,"$50,000 to $74,999",3,1,4
37,"Suburban","Male",70966,"$50,000 to $74,999",3,4,2
64,"Urban","Male",70642,"$50,000 to $74,999",1,1,1
60,"Urban","Female",71486,"$50,000 to $74,999",2,2,1
61,"Urban","Male",69608,"$50,000 to $74,999",1,1,1
44,"Urban","Male",66450,"$50,000 to $74,999",3,1,4
32,"Rural","Male",68610,"$50,000 to $74,999",3,3,2
54,"Urban","Male",74038,"$50,000 to $74,999",1,1,1
36,"Suburban","Female",70494,"$50,000 to $74,999",3,4,2
43,"Urban","Female",71972,"$50,000 to $74,999",3,2,1
42,"Urban","Female",65136,"$50,000 to $74,999",3,2,2
43,"Urban","Female",65404,"$50,000 to $74,999",3,2,2
63,"Suburban","Male",66504,"$50,000 to $74,999",1,4,3
66,"Urban","Male",68742,"$50,000 to $74,999",1,1,1
70,"Urban","Male",64974,"$50,000 to $74,999",1,1,3
20,"Suburban","Female",70392,"$50,000 to $74,999",3,4,2
19,"Urban","Male",73732,"$50,000 to $74,999",3,1,4
59,"Urban","Female",66802,"$50,000 to $74,999",2,2,1
36,"Urban","Male",71588,"$50,000 to $74,999",1,1,4
61,"Urban","Female",74644,"$50,000 to $74,999",2,2,1
29,"Suburban","Female",69582,"$50,000 to $74,999",3,4,2
66,"Urban","Male",74000,"$50,000 to $74,999",1,1,1
20,"Suburban","Female",74996,"$50,000 to $74,999",3,4,2
60,"Urban","Female",63797,"$50,000 to $74,999",2,2,1
66,"Urban","Female",72968,"$50,000 to $74,999",2,2,1
43,"Urban","Female",65222,"$50,000 to $74,999",3,2,2
63,"Urban","Male",70328,"$50,000 to $74,999",1,1,1
53,"Suburban","Female",74046,"$50,000 to $74,999",2,4,1
33,"Urban","Male",73370,"$50,000 to $74,999",3,1,4
42,"Urban","Female",64974,"$50,000 to $74,999",3,2,2
33,"Urban","Female",66628,"$50,000 to $74,999",3,2,2
33,"Suburban","Female",73314,"$50,000 to $74,999",3,4,2
56,"Urban","Male",74298,"$50,000 to $74,999",1,1,1
45,"Urban","Female",69320,"$50,000 to $74,999",3,2,1
33,"Urban","Male",70958,"$50,000 to $74,999",1,1,4
37,"Urban","Male",65682,"$50,000 to $74,999",3,1,4
58,"Urban","Female",71886,"$50,000 to $74,999",2,2,1
31,"Urban","Female",71308,"$50,000 to $74,999",3,2,2
60,"Urban","Male",71556,"$50,000 to $74,999",1,1,1
43,"Rural","Female",51156,"$50,000 to $74,999",4,2,3
43,"Urban","Female",68134,"$50,000 to $74,999",3,2,1
31,"Urban","Female",67436,"$50,000 to $74,999",3,2,2
24,"Urban","Female",69262,"$50,000 to $74,999",3,2,2
50,"Suburban","Female",62050,"$50,000 to $74,999",3,4,3
43,"Rural","Male",73874,"$50,000 to $74,999",1,3,1
62,"Rural","Male",67636,"$50,000 to $74,999",1,3,3
20,"Urban","Male",68792,"$50,000 to $74,999",3,1,4
69,"Urban","Male",69940,"$50,000 to $74,999",1,1,1
21,"Urban","Male",74142,"$50,000 to $74,999",3,1,4
43,"Urban","Male",69438,"$50,000 to $74,999",3,1,4
28,"Urban","Male",73188,"$50,000 to $74,999",3,1,4
19,"Urban","Male",72918,"$50,000 to $74,999",3,1,4
61,"Urban","Female",65558,"$50,000 to $74,999",2,2,1
47,"Urban","Male",73564,"$50,000 to $74,999",1,1,4
66,"Urban","Female",74526,"$50,000 to $74,999",2,2,1
29,"Suburban","Female",71162,"$50,000 to $74,999",3,4,2
50,"Urban","Male",66250,"$50,000 to $74,999",1,1,3
30,"Urban","Female",67896,"$50,000 to $74,999",3,2,2
31,"Urban","Female",73578,"$50,000 to $74,999",3,2,2
61,"Urban","Male",69200,"$50,000 to $74,999",1,1,1
43,"Suburban","Female",74492,"$50,000 to $74,999",3,4,2
38,"Urban","Male",71070,"$50,000 to $74,999",1,1,4
45,"Urban","Female",68802,"$50,000 to $74,999",3,2,1
65,"Urban","Male",71054,"$50,000 to $74,999",1,1,1
53,"Urban","Male",71214,"$50,000 to $74,999",1,1,1
57,"Urban","Male",65964,"$50,000 to $74,999",1,1,3
19,"Urban","Female",70362,"$50,000 to $74,999",3,2,2
59,"Suburban","Female",64030,"$50,000 to $74,999",2,4,3
32,"Rural","Male",71510,"$50,000 to $74,999",3,3,2
30,"Urban","Male",65626,"$50,000 to $74,999",3,1,4
34,"Urban","Female",73932,"$50,000 to $74,999",3,2,2
19,"Urban","Female",66570,"$50,000 to $74,999",3,2,2
37,"Urban","Male",64940,"$50,000 to $74,999",3,1,4
37,"Rural","Female",72296,"$50,000 to $74,999",3,3,2
63,"Suburban","Male",73500,"$50,000 to $74,999",1,4,1
20,"Urban","Male",65176,"$50,000 to $74,999",3,1,4
29,"Suburban","Female",74870,"$50,000 to $74,999",3,4,2
19,"Urban","Male",72998,"$50,000 to $74,999",3,1,4
53,"Urban","Male",73950,"$50,000 to $74,999",1,1,1
31,"Suburban","Male",73104,"$50,000 to $74,999",3,4,2
33,"Urban","Male",65958,"$50,000 to $74,999",3,1,4
36,"Urban","Female",70330,"$50,000 to $74,999",3,2,2
51,"Suburban","Male",72810,"$50,000 to $74,999",1,4,1
61,"Suburban","Male",69566,"$50,000 to $74,999",1,4,3
30,"Urban","Male",66852,"$50,000 to $74,999",3,1,4
53,"Urban","Male",65718,"$50,000 to $74,999",1,1,3
29,"Urban","Male",68764,"$50,000 to $74,999",3,1,4
69,"Rural","Male",66630,"$50,000 to $74,999",1,3,3
47,"Urban","Male",70282,"$50,000 to $74,999",1,1,1
68,"Urban","Female",67584,"$50,000 to $74,999",2,2,1
57,"Urban","Male",70768,"$50,000 to $74,999",1,1,1
49,"Urban","Female",66862,"$50,000 to $74,999",3,2,1
36,"Suburban","Male",68648,"$50,000 to $74,999",3,4,2
23,"Urban","Female",67058,"$50,000 to $74,999",3,2,2
37,"Urban","Male",68522,"$50,000 to $74,999",3,1,4
44,"Urban","Female",65896,"$50,000 to $74,999",3,2,1
24,"Urban","Male",69744,"$50,000 to $74,999",3,1,4
22,"Urban","Male",71876,"$50,000 to $74,999",3,1,4
28,"Urban","Female",69326,"$50,000 to $74,999",3,2,2
32,"Suburban","Female",73010,"$50,000 to $74,999",3,4,2
20,"Rural","Male",71718,"$50,000 to $74,999",3,3,2
20,"Urban","Female",69518,"$50,000 to $74,999",3,2,2
46,"Urban","Male",70326,"$50,000 to $74,999",1,1,1
23,"Urban","Female",66142,"$50,000 to $74,999",3,2,2
34,"Urban","Female",67094,"$50,000 to $74,999",3,2,2
38,"Urban","Female",73802,"$50,000 to $74,999",3,2,1
55,"Suburban","Male",66118,"$50,000 to $74,999",1,4,3
25,"Rural","Male",70120,"$50,000 to $74,999",3,3,2
41,"Urban","Female",69876,"$50,000 to $74,999",3,2,2
52,"Rural","Male",70874,"$50,000 to $74,999",1,3,1
31,"Urban","Female",70490,"$50,000 to $74,999",3,2,2
27,"Suburban","Female",74014,"$50,000 to $74,999",3,4,2
29,"Urban","Female",69526,"$50,000 to $74,999",3,2,2
55,"Urban","Male",65372,"$50,000 to $74,999",1,1,3
34,"Urban","Female",71492,"$50,000 to $74,999",3,2,2
20,"Suburban","Male",71230,"$50,000 to $74,999",3,4,2
68,"Urban","Male",73702,"$50,000 to $74,999",1,1,1
18,"Urban","Female",74840,"$50,000 to $74,999",3,2,2
29,"Urban","Male",66052,"$50,000 to $74,999",3,1,4
21,"Rural","Female",68408,"$50,000 to $74,999",3,3,2
59,"Urban","Female",72850,"$50,000 to $74,999",2,2,1
51,"Suburban","Male",71004,"$50,000 to $74,999",1,4,1
59,"Urban","Male",64419,"$50,000 to $74,999",1,1,3
38,"Urban","Male",74352,"$50,000 to $74,999",3,1,4
39,"Urban","Female",70228,"$50,000 to $74,999",3,2,2
21,"Urban","Female",67080,"$50,000 to $74,999",3,2,2
35,"Rural","Female",67362,"$50,000 to $74,999",3,3,2
29,"Urban","Female",64884,"$50,000 to $74,999",3,2,2
51,"Rural","Male",65114,"$50,000 to $74,999",1,3,3
25,"Urban","Male",74192,"$50,000 to $74,999",3,1,4
68,"Urban","Female",66342,"$50,000 to $74,999",2,2,1
29,"Rural","Male",65798,"$50,000 to $74,999",3,3,2
26,"Urban","Male",60046,"$50,000 to $74,999",4,1,3
19,"Suburban","Male",67520,"$50,000 to $74,999",3,4,2
70,"Suburban","Male",70648,"$50,000 to $74,999",1,4,3
53,"Urban","Male",68642,"$50,000 to $74,999",1,1,1
38,"Rural","Female",60314,"$50,000 to $74,999",4,2,3
65,"Urban","Male",67364,"$50,000 to $74,999",1,1,3
53,"Suburban","Male",73210,"$50,000 to $74,999",1,4,1
46,"Urban","Male",64916,"$50,000 to $74,999",1,1,4
59,"Urban","Male",66358,"$50,000 to $74,999",1,1,3
29,"Rural","Female",65968,"$50,000 to $74,999",3,3,2
65,"Suburban","Female",71358,"$50,000 to $74,999",2,4,3
38,"Rural","Female",67410,"$50,000 to $74,999",3,3,2
39,"Urban","Male",66766,"$50,000 to $74,999",3,1,4
61,"Urban","Male",68354,"$50,000 to $74,999",1,1,1
67,"Suburban","Male",70870,"$50,000 to $74,999",1,4,3
47,"Urban","Male",69266,"$50,000 to $74,999",1,1,1
56,"Rural","Male",67512,"$50,000 to $74,999",1,3,3
37,"Rural","Male",67270,"$50,000 to $74,999",3,3,2
26,"Urban","Male",68496,"$50,000 to $74,999",3,1,4
18,"Urban","Female",73476,"$50,000 to $74,999",3,2,2
43,"Urban","Male",74608,"$50,000 to $74,999",1,1,4
55,"Urban","Male",67530,"$50,000 to $74,999",1,1,3
55,"Suburban","Female",69422,"$50,000 to $74,999",2,4,3
61,"Urban","Male",69408,"$50,000 to $74,999",1,1,1
61,"Rural","Male",66830,"$50,000 to $74,999",1,3,3
68,"Urban","Male",66484,"$50,000 to $74,999",1,1,3
67,"Urban","Female",69872,"$50,000 to $74,999",2,2,1
68,"Urban","Female",54266,"$50,000 to $74,999",4,2,3
25,"Urban","Male",66486,"$50,000 to $74,999",3,1,4
38,"Urban","Female",74290,"$50,000 to $74,999",3,2,1
23,"Urban","Female",69004,"$50,000 to $74,999",3,2,2
56,"Urban","Male",67870,"$50,000 to $74,999",1,1,3
41,"Urban","Male",71752,"$50,000 to $74,999",1,1,4
69,"Urban","Male",72420,"$50,000 to $74,999",1,1,1
49,"Urban","Male",72724,"$50,000 to $74,999",1,1,1
29,"Suburban","Female",70556,"$50,000 to $74,999",3,4,2
65,"Urban","Male",65964,"$50,000 to $74,999",1,1,3
59,"Urban","Female",71336,"$50,000 to $74,999",2,2,1
44,"Suburban","Male",74618,"$50,000 to $74,999",3,4,1
63,"Suburban","Female",57083,"$50,000 to $74,999",4,2,3
69,"Urban","Female",66862,"$50,000 to $74,999",2,2,1
59,"Urban","Male",68672,"$50,000 to $74,999",1,1,1
43,"Suburban","Female",72906,"$50,000 to $74,999",3,4,2
51,"Urban","Female",74086,"$50,000 to $74,999",2,2,1
57,"Urban","Male",74642,"$50,000 to $74,999",1,1,1
40,"Urban","Male",50568,"$50,000 to $74,999",4,2,3
46,"Suburban","Male",73012,"$50,000 to $74,999",3,4,1
50,"Urban","Female",73922,"$50,000 to $74,999",2,2,1
38,"Urban","Male",67776,"$50,000 to $74,999",3,1,4
19,"Urban","Female",74314,"$50,000 to $74,999",3,2,2
50,"Urban","Male",69660,"$50,000 to $74,999",1,1,1
51,"Urban","Male",65444,"$50,000 to $74,999",1,1,3
52,"Urban","Female",72858,"$50,000 to $74,999",2,2,1
68,"Urban","Male",66252,"$50,000 to $74,999",1,1,3
35,"Suburban","Male",69018,"$50,000 to $74,999",3,4,2
63,"Urban","Female",68174,"$50,000 to $74,999",2,2,1
41,"Urban","Male",71384,"$50,000 to $74,999",1,1,4
25,"Urban","Male",65080,"$50,000 to $74,999",3,1,4
47,"Suburban","Male",68222,"$50,000 to $74,999",1,4,3
61,"Rural","Female",69702,"$50,000 to $74,999",1,3,3
70,"Urban","Female",68862,"$50,000 to $74,999",2,2,1
40,"Urban","Female",67828,"$50,000 to $74,999",3,2,2
69,"Suburban","Male",68304,"$50,000 to $74,999",1,4,3
66,"Urban","Female",65094,"$50,000 to $74,999",2,2,1
28,"Urban","Female",74780,"$50,000 to $74,999",3,2,2
53,"Urban","Male",68224,"$50,000 to $74,999",1,1,1
50,"Urban","Male",66604,"$50,000 to $74,999",1,1,3
64,"Suburban","Male",74574,"$50,000 to $74,999",1,4,1
30,"Urban","Male",72120,"$50,000 to $74,999",3,1,4
57,"Urban","Male",73276,"$50,000 to $74,999",1,1,1
42,"Urban","Male",72930,"$50,000 to $74,999",3,1,4
59,"Urban","Female",73544,"$50,000 to $74,999",2,2,1
36,"Suburban","Male",73018,"$50,000 to $74,999",3,4,2
35,"Urban","Female",68930,"$50,000 to $74,999",3,2,2
47,"Urban","Male",72876,"$50,000 to $74,999",1,1,4
36,"Urban","Male",57682,"$50,000 to $74,999",4,2,3
18,"Urban","Male",67082,"$50,000 to $74,999",3,1,4
29,"Urban","Male",66514,"$50,000 to $74,999",3,1,4
41,"Urban","Female",66950,"$50,000 to $74,999",3,2,2
51,"Urban","Male",74632,"$50,000 to $74,999",1,1,1
70,"Urban","Female",74972,"$50,000 to $74,999",2,2,1
25,"Urban","Male",65984,"$50,000 to $74,999",3,1,4
35,"Suburban","Female",67122,"$50,000 to $74,999",3,4,2
65,"Urban","Female",70752,"$50,000 to $74,999",2,2,1
22,"Urban","Female",74026,"$50,000 to $74,999",3,2,2
47,"Urban","Female",66743,"$50,000 to $74,999",3,2,1
20,"Urban","Male",65174,"$50,000 to $74,999",3,1,4
43,"Urban","Female",73562,"$50,000 to $74,999",3,2,1
29,"Urban","Male",65916,"$50,000 to $74,999",3,1,4
28,"Urban","Male",73538,"$50,000 to $74,999",3,1,4
29,"Urban","Male",67430,"$50,000 to $74,999",3,1,4
19,"Urban","Female",65892,"$50,000 to $74,999",3,2,2
54,"Urban","Male",65216,"$50,000 to $74,999",1,1,3
24,"Suburban","Female",73120,"$50,000 to $74,999",3,4,2
43,"Urban","Female",65092,"$50,000 to $74,999",3,2,2
41,"Urban","Male",71380,"$50,000 to $74,999",1,1,4
29,"Urban","Male",53281,"$50,000 to $74,999",4,2,3
57,"Urban","Female",66188,"$50,000 to $74,999",2,2,1
26,"Urban","Female",66032,"$50,000 to $74,999",3,2,2
49,"Urban","Female",68874,"$50,000 to $74,999",3,2,1
32,"Rural","Female",64994,"$50,000 to $74,999",3,3,2
22,"Urban","Male",67086,"$50,000 to $74,999",3,1,4
28,"Urban","Female",71182,"$50,000 to $74,999",3,2,2
27,"Suburban","Female",74826,"$50,000 to $74,999",3,4,2
69,"Urban","Male",67836,"$50,000 to $74,999",1,1,1
58,"Urban","Female",68904,"$50,000 to $74,999",3,2,1
70,"Urban","Female",68640,"$50,000 to $74,999",2,2,1
67,"Suburban","Female",67330,"$50,000 to $74,999",2,4,3
59,"Urban","Female",74662,"$50,000 to $74,999",2,2,1
24,"Suburban","Male",74922,"$50,000 to $74,999",3,4,2
45,"Urban","Male",66094,"$50,000 to $74,999",1,1,4
49,"Rural","Male",67202,"$50,000 to $74,999",1,3,3
65,"Urban","Male",71084,"$50,000 to $74,999",1,1,1
38,"Urban","Male",69614,"$50,000 to $74,999",3,1,4
23,"Urban","Male",70734,"$50,000 to $74,999",3,1,4
21,"Urban","Male",66516,"$50,000 to $74,999",3,1,4
61,"Suburban","Male",70774,"$50,000 to $74,999",1,4,3
54,"Urban","Male",73916,"$50,000 to $74,999",1,1,1
46,"Urban","Female",72234,"$50,000 to $74,999",2,2,1
65,"Urban","Female",68270,"$50,000 to $74,999",2,2,1
62,"Urban","Male",72862,"$50,000 to $74,999",1,1,1
66,"Urban","Male",72582,"$50,000 to $74,999",1,1,1
44,"Urban","Female",73096,"$50,000 to $74,999",3,2,1
56,"Urban","Female",69216,"$50,000 to $74,999",3,2,1
57,"Urban","Male",74206,"$50,000 to $74,999",1,1,1
30,"Urban","Male",68412,"$50,000 to $74,999",3,1,4
40,"Urban","Male",66192,"$50,000 to $74,999",3,1,4
33,"Suburban","Female",71568,"$50,000 to $74,999",3,4,2
47,"Urban","Female",72056,"$50,000 to $74,999",2,2,1
57,"Urban","Male",72796,"$50,000 to $74,999",1,1,1
33,"Urban","Female",71812,"$50,000 to $74,999",3,2,2
42,"Rural","Female",69890,"$50,000 to $74,999",3,3,2
61,"Suburban","Female",71166,"$50,000 to $74,999",2,4,1
29,"Urban","Female",74060,"$50,000 to $74,999",3,2,2
43,"Urban","Male",65032,"$50,000 to $74,999",3,1,4
54,"Urban","Male",65720,"$50,000 to $74,999",1,1,3
65,"Rural","Male",74004,"$50,000 to $74,999",1,3,1
50,"Urban","Male",72964,"$50,000 to $74,999",1,1,4
29,"Urban","Male",72422,"$50,000 to $74,999",3,1,4
45,"Suburban","Male",73301,"$50,000 to $74,999",3,4,1
52,"Suburban","Male",67288,"$50,000 to $74,999",1,4,3
51,"Urban","Male",66350,"$50,000 to $74,999",1,1,3
63,"Urban","Male",74222,"$50,000 to $74,999",1,1,1
51,"Urban","Male",70374,"$50,000 to $74,999",1,1,1
30,"Suburban","Female",73120,"$50,000 to $74,999",3,4,2
56,"Urban","Female",67570,"$50,000 to $74,999",2,2,1
59,"Urban","Female",66208,"$50,000 to $74,999",2,2,1
62,"Urban","Male",70136,"$50,000 to $74,999",1,1,1
65,"Urban","Female",64972,"$50,000 to $74,999",2,2,1
28,"Suburban","Female",57231,"$50,000 to $74,999",4,2,3
59,"Urban","Female",65516,"$50,000 to $74,999",2,2,1
55,"Urban","Male",70876,"$50,000 to $74,999",1,1,1
21,"Urban","Male",71274,"$50,000 to $74,999",3,1,4
70,"Urban","Female",68866,"$50,000 to $74,999",2,2,1
50,"Urban","Female",67522,"$50,000 to $74,999",3,2,1
24,"Urban","Male",71040,"$50,000 to $74,999",3,1,4
58,"Rural","Male",70902,"$50,000 to $74,999",1,3,1
25,"Suburban","Male",74392,"$50,000 to $74,999",3,4,2
27,"Suburban","Male",74970,"$50,000 to $74,999",3,4,2
32,"Urban","Male",74944,"$50,000 to $74,999",3,1,4
68,"Urban","Female",74726,"$50,000 to $74,999",2,2,1
27,"Urban","Male",72370,"$50,000 to $74,999",3,1,4
48,"Suburban","Male",73030,"$50,000 to $74,999",1,4,1
35,"Suburban","Female",67150,"$50,000 to $74,999",3,4,2
57,"Urban","Male",68352,"$50,000 to $74,999",1,1,1
29,"Urban","Male",71116,"$50,000 to $74,999",3,1,4
51,"Urban","Female",70850,"$50,000 to $74,999",2,2,1
70,"Urban","Female",70984,"$50,000 to $74,999",2,2,1
60,"Urban","Male",66668,"$50,000 to $74,999",1,1,3
58,"Urban","Male",66514,"$50,000 to $74,999",1,1,3
31,"Urban","Female",73366,"$50,000 to $74,999",3,2,2
21,"Urban","Female",65064,"$50,000 to $74,999",3,2,2
62,"Urban","Female",69316,"$50,000 to $74,999",2,2,1
32,"Urban","Male",70232,"$50,000 to $74,999",1,1,4
59,"Suburban","Male",67890,"$50,000 to $74,999",1,4,3
29,"Urban","Male",70480,"$50,000 to $74,999",3,1,4
69,"Urban","Female",66732,"$50,000 to $74,999",2,2,1
22,"Urban","Female",66908,"$50,000 to $74,999",3,2,2
51,"Rural","Male",72892,"$50,000 to $74,999",1,3,1
59,"Urban","Male",66798,"$50,000 to $74,999",1,1,3
56,"Rural","Female",71048,"$50,000 to $74,999",2,3,1
43,"Urban","Female",67586,"$50,000 to $74,999",3,2,2
34,"Urban","Female",70010,"$50,000 to $74,999",3,2,2
63,"Rural","Female",72866,"$50,000 to $74,999",2,3,1
56,"Urban","Male",65136,"$50,000 to $74,999",1,1,3
66,"Urban","Male",66598,"$50,000 to $74,999",1,1,3
55,"Suburban","Female",68404,"$50,000 to $74,999",2,4,3
39,"Rural","Female",72072,"$50,000 to $74,999",3,3,2
21,"Urban","Male",70354,"$50,000 to $74,999",3,1,4
24,"Urban","Female",73828,"$50,000 to $74,999",3,2,2
40,"Suburban","Female",67894,"$50,000 to $74,999",3,4,2
19,"Suburban","Female",71246,"$50,000 to $74,999",3,4,2
66,"Suburban","Male",68864,"$50,000 to $74,999",1,4,3
57,"Rural","Female",70156,"$50,000 to $74,999",1,3,3
48,"Suburban","Male",67324,"$50,000 to $74,999",1,4,3
65,"Urban","Male",65592,"$50,000 to $74,999",1,1,3
60,"Urban","Male",67494,"$50,000 to $74,999",1,1,3
51,"Urban","Male",74926,"$50,000 to $74,999",1,1,1
41,"Urban","Male",69062,"$50,000 to $74,999",3,1,4
33,"Urban","Female",68168,"$50,000 to $74,999",3,2,2
30,"Urban","Male",70514,"$50,000 to $74,999",3,1,4
32,"Urban","Female",71262,"$50,000 to $74,999",3,2,2
21,"Urban","Female",69823,"$50,000 to $74,999",3,2,2
33,"Urban","Female",68122,"$50,000 to $74,999",3,2,2
47,"Urban","Male",67236,"$50,000 to $74,999",1,1,4
53,"Urban","Male",71876,"$50,000 to $74,999",1,1,1
66,"Urban","Female",72672,"$50,000 to $74,999",2,2,1
66,"Urban","Female",69304,"$50,000 to $74,999",2,2,1
29,"Urban","Male",66188,"$50,000 to $74,999",3,1,4
38,"Urban","Female",65464,"$50,000 to $74,999",3,2,2
21,"Urban","Male",69588,"$50,000 to $74,999",3,1,4
48,"Urban","Male",71934,"$50,000 to $74,999",1,1,4
61,"Rural","Male",73806,"$50,000 to $74,999",1,3,1
48,"Urban","Female",69278,"$50,000 to $74,999",3,2,1
37,"Urban","Female",71346,"$50,000 to $74,999",3,2,2
45,"Urban","Male",72578,"$50,000 to $74,999",1,1,4
33,"Suburban","Male",68258,"$50,000 to $74,999",3,4,2
38,"Urban","Female",72030,"$50,000 to $74,999",3,2,2
32,"Suburban","Male",74864,"$50,000 to $74,999",3,4,2
34,"Urban","Female",65694,"$50,000 to $74,999",3,2,2
67,"Urban","Male",66720,"$50,000 to $74,999",1,1,3
36,"Suburban","Male",72268,"$50,000 to $74,999",3,4,2
47,"Urban","Female",73354,"$50,000 to $74,999",3,2,1
35,"Suburban","Male",69138,"$50,000 to $74,999",3,4,2
53,"Suburban","Female",74594,"$50,000 to $74,999",2,4,1
37,"Urban","Male",66930,"$50,000 to $74,999",3,1,4
36,"Urban","Female",69438,"$50,000 to $74,999",3,2,2
61,"Suburban","Male",70092,"$50,000 to $74,999",1,4,3
24,"Suburban","Male",65104,"$50,000 to $74,999",3,4,2
61,"Urban","Male",66356,"$50,000 to $74,999",1,1,3
70,"Urban","Female",72542,"$50,000 to $74,999",2,2,1
21,"Urban","Female",70060,"$50,000 to $74,999",3,2,2
19,"Urban","Female",69868,"$50,000 to $74,999",3,2,2
27,"Urban","Male",74212,"$50,000 to $74,999",3,1,4
59,"Urban","Female",73400,"$50,000 to $74,999",2,2,1
22,"Suburban","Female",66030,"$50,000 to $74,999",3,4,2
27,"Urban","Male",67784,"$50,000 to $74,999",3,1,4
27,"Urban","Male",65244,"$50,000 to $74,999",3,1,4
55,"Urban","Male",68418,"$50,000 to $74,999",1,1,1
44,"Urban","Male",66270,"$50,000 to $74,999",3,1,4
68,"Urban","Male",72390,"$50,000 to $74,999",1,1,1
38,"Urban","Male",70684,"$50,000 to $74,999",1,1,4
18,"Urban","Male",74294,"$50,000 to $74,999",3,1,4
45,"Suburban","Male",72922,"$50,000 to $74,999",3,4,1
66,"Urban","Female",74852,"$50,000 to $74,999",2,2,1
56,"Urban","Female",74448,"$50,000 to $74,999",2,2,1
38,"Urban","Female",74758,"$50,000 to $74,999",3,2,1
34,"Urban","Female",70468,"$50,000 to $74,999",3,2,2
69,"Suburban","Male",68280,"$50,000 to $74,999",1,4,3
